Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1983,10,0.004,-0.02,-0.013,-0.026
1983,11,-0.035,-0.019,-0.013,-0.026
1983,12,-0.061,-0.019,-0.012,-0.025
1984,1,0.064,-0.019,-0.012,-0.025
1984,2,-0.083,-0.018,-0.012,-0.025
1984,3,0.009,-0.018,-0.012,-0.025
1984,4,0.043,-0.018,-0.011,-0.024
1984,5,-0.092,-0.017,-0.011,-0.024
1984,6,-0.033,-0.017,-0.011,-0.024
1984,7,-0.099,-0.017,-0.01,-0.023
1984,8,-0.079,-0.017,-0.01,-0.023
1984,9,-0.045,-0.016,-0.01,-0.023
1984,10,0.016,-0.016,-0.009,-0.022
1984,11,0.059,-0.016,-0.009,-0.022
1984,12,0.033,-0.015,-0.009,-0.022
1985,1,-0.015,-0.015,-0.009,-0.022
1985,2,-0.062,-0.015,-0.008,-0.021
1985,3,-0.039,-0.015,-0.008,-0.021
1985,4,-0.097,-0.014,-0.008,-0.021
1985,5,0.01,-0.014,-0.007,-0.02
1985,6,-0.073,-0.014,-0.007,-0.02
1985,7,0.026,-0.013,-0.007,-0.02
1985,8,0.078,-0.013,-0.006,-0.02
1985,9,0,-0.013,-0.006,-0.019
1985,10,0.08,-0.012,-0.006,-0.019
1985,11,-0.02,-0.012,-0.006,-0.019
1985,12,-0.122,-0.012,-0.005,-0.018
1986,1,-0.061,-0.012,-0.005,-0.018
1986,2,0.008,-0.011,-0.005,-0.018
1986,3,-0.091,-0.011,-0.004,-0.018
1986,4,0.055,-0.011,-0.004,-0.017
1986,5,0.046,-0.01,-0.004,-0.017
1986,6,0.061,-0.01,-0.004,-0.017
1986,7,-0.01,-0.01,-0.003,-0.016
1986,8,-0.057,-0.01,-0.003,-0.016
1986,9,-0.064,-0.009,-0.003,-0.016
1986,10,-0.091,-0.009,-0.002,-0.016
1986,11,0.029,-0.009,-0.002,-0.015
1986,12,0.106,-0.008,-0.002,-0.015
1987,1,0.055,-0.008,-0.001,-0.015
1987,2,0.081,-0.008,-0.001,-0.014
1987,3,0.116,-0.008,-0.001,-0.014
1987,4,-0.033,-0.007,-0.001,-0.014
1987,5,-0.034,-0.007,0,-0.014
1987,6,-0.118,-0.007,0,-0.013
1987,7,-0.004,-0.006,0,-0.013
1987,8,-0.057,-0.006,0.001,-0.013
1987,9,-0.091,-0.006,0.001,-0.012
1987,10,-0.085,-0.005,0.001,-0.012
1987,11,-0.041,-0.005,0.002,-0.012
1987,12,-0.107,-0.005,0.002,-0.012
1988,1,-0.028,-0.005,0.002,-0.011
1988,2,-0.047,-0.004,0.002,-0.011
1988,3,-0.1,-0.004,0.003,-0.011
1988,4,-0.002,-0.004,0.003,-0.01
1988,5,-0.083,-0.003,0.003,-0.01
1988,6,-0.03,-0.003,0.004,-0.01
1988,7,-0.09,-0.003,0.004,-0.01
1988,8,-0.085,-0.003,0.004,-0.009
1988,9,-0.061,-0.002,0.005,-0.009
1988,10,-0.039,-0.002,0.005,-0.009
1988,11,-0.102,-0.002,0.005,-0.008
1988,12,-0.067,-0.001,0.005,-0.008
1989,1,-0.009,-0.001,0.006,-0.008
1989,2,-0.053,-0.001,0.006,-0.008
1989,3,0.052,0,0.006,-0.007
1989,4,-0.045,0,0.007,-0.007
1989,5,-0.068,0,0.007,-0.007
1989,6,-0.134,0,0.007,-0.007
1989,7,-0.05,0.001,0.008,-0.006
1989,8,-0.027,0.001,0.008,-0.006
1989,9,-0.016,0.001,0.008,-0.006
1989,10,-0.075,0.002,0.008,-0.005
1989,11,-0.145,0.002,0.009,-0.005
1989,12,-0.101,0.002,0.009,-0.005
1990,1,-0.15,0.002,0.009,-0.005
1990,2,-0.089,0.003,0.01,-0.004
1990,3,0.028,0.003,0.01,-0.004
1990,4,-0.051,0.003,0.01,-0.004
1990,5,-0.068,0.004,0.011,-0.003
1990,6,-0.012,0.004,0.011,-0.003
1990,7,0.005,0.004,0.011,-0.003
1990,8,0.008,0.004,0.012,-0.003
1990,9,-0.018,0.005,0.012,-0.002
1990,10,-0.042,0.005,0.012,-0.002
1990,11,-0.008,0.005,0.012,-0.002
1990,12,-0.003,0.006,0.013,-0.001
1991,1,0.113,0.006,0.013,-0.001
1991,2,-0.053,0.006,0.013,-0.001
1991,3,0.031,0.007,0.014,-0.001
1991,4,-0.002,0.007,0.014,0
1991,5,0.049,0.007,0.014,0
1991,6,0.092,0.007,0.015,0
1991,7,0.066,0.008,0.015,0.001
1991,8,0.035,0.008,0.015,0.001
1991,9,0.049,0.008,0.015,0.001
1991,10,0.037,0.009,0.016,0.001
1991,11,0.016,0.009,0.016,0.002
1991,12,-0.101,0.009,0.016,0.002
1992,1,0.021,0.009,0.017,0.002
1992,2,0.051,0.01,0.017,0.003
1992,3,-0.076,0.01,0.017,0.003
1992,4,0.019,0.01,0.018,0.003
1992,5,0.077,0.011,0.018,0.003
1992,6,0.132,0.011,0.018,0.004
1992,7,-0.017,0.011,0.018,0.004
1992,8,-0.018,0.012,0.019,0.004
1992,9,-0.003,0.012,0.019,0.005
1992,10,0.025,0.012,0.019,0.005
1992,11,0.032,0.012,0.02,0.005
1992,12,-0.04,0.013,0.02,0.005
1993,1,0.149,0.013,0.02,0.006
1993,2,0.13,0.013,0.021,0.006
1993,3,-0.049,0.014,0.021,0.006
1993,4,0.01,0.014,0.021,0.007
1993,5,-0.025,0.014,0.021,0.007
1993,6,-0.018,0.014,0.022,0.007
1993,7,-0.011,0.015,0.022,0.007
1993,8,0.005,0.015,0.022,0.008
1993,9,-0.073,0.015,0.023,0.008
1993,10,0.01,0.016,0.023,0.008
1993,11,0.001,0.016,0.023,0.009
1993,12,0.006,0.016,0.024,0.009
1994,1,-0.067,0.016,0.024,0.009
1994,2,0.03,0.017,0.024,0.009
1994,3,-0.013,0.017,0.024,0.01
1994,4,-0.08,0.017,0.025,0.01
1994,5,0.054,0.018,0.025,0.01
1994,6,-0.068,0.018,0.025,0.011
1994,7,-0.077,0.018,0.026,0.011
1994,8,-0.027,0.019,0.026,0.011
1994,9,-0.02,0.019,0.026,0.011
1994,10,0.062,0.019,0.027,0.012
1994,11,-0.026,0.019,0.027,0.012
1994,12,0.226,0.02,0.027,0.012
1995,1,0.035,0.02,0.027,0.013
1995,2,-0.095,0.02,0.028,0.013
1995,3,0.088,0.021,0.028,0.013
1995,4,0.065,0.021,0.028,0.013
1995,5,0.064,0.021,0.029,0.014
1995,6,0.037,0.021,0.029,0.014
1995,7,0.046,0.022,0.029,0.014
1995,8,0.219,0.022,0.03,0.014
1995,9,0.127,0.022,0.03,0.015
1995,10,0.034,0.023,0.03,0.015
1995,11,-0.041,0.023,0.031,0.015
1995,12,0.048,0.023,0.031,0.016
1996,1,0.001,0.024,0.031,0.016
1996,2,-0.079,0.024,0.031,0.016
1996,3,-0.095,0.024,0.032,0.016
1996,4,-0.095,0.024,0.032,0.017
1996,5,-0.05,0.025,0.032,0.017
1996,6,-0.042,0.025,0.033,0.017
1996,7,-0.074,0.025,0.033,0.018
1996,8,-0.004,0.026,0.033,0.018
1996,9,-0.036,0.026,0.034,0.018
1996,10,0.033,0.026,0.034,0.018
1996,11,0.024,0.026,0.034,0.019
1996,12,0.029,0.027,0.034,0.019
1997,1,0.001,0.027,0.035,0.019
1997,2,0.047,0.027,0.035,0.02
1997,3,0.036,0.028,0.035,0.02
1997,4,0.109,0.028,0.036,0.02
1997,5,-0.021,0.028,0.036,0.02
1997,6,0.093,0.028,0.036,0.021
1997,7,0.078,0.029,0.037,0.021
1997,8,0.081,0.029,0.037,0.021
1997,9,0.028,0.029,0.037,0.022
1997,10,-0.035,0.03,0.037,0.022
1997,11,-0.082,0.03,0.038,0.022
1997,12,-0.016,0.03,0.038,0.022
1998,1,0.041,0.031,0.038,0.023
1998,2,0.207,0.031,0.039,0.023
1998,3,0.022,0.031,0.039,0.023
1998,4,0.025,0.031,0.039,0.024
1998,5,0.073,0.032,0.04,0.024
1998,6,-0.065,0.032,0.04,0.024
1998,7,-0.037,0.032,0.04,0.024
1998,8,-0.021,0.033,0.04,0.025
1998,9,-0.083,0.033,0.041,0.025
1998,10,-0.097,0.033,0.041,0.025
1998,11,-0.089,0.033,0.041,0.026
1998,12,0.011,0.034,0.042,0.026
1999,1,0.038,0.034,0.042,0.026
1999,2,0.162,0.034,0.042,0.026
1999,3,0.042,0.035,0.043,0.027
1999,4,0.047,0.035,0.043,0.027
1999,5,0.086,0.035,0.043,0.027
1999,6,0.048,0.036,0.044,0.027
1999,7,0.03,0.036,0.044,0.028
1999,8,0.104,0.036,0.044,0.028
1999,9,0.119,0.036,0.044,0.028
1999,10,0.08,0.037,0.045,0.029
1999,11,0.007,0.037,0.045,0.029
1999,12,0.056,0.037,0.045,0.029
2000,1,0.036,0.038,0.046,0.029
2000,2,-0.033,0.038,0.046,0.03
2000,3,0.056,0.038,0.046,0.03
2000,4,0.011,0.038,0.047,0.03
2000,5,0.008,0.039,0.047,0.031
2000,6,-0.026,0.039,0.047,0.031
2000,7,0.117,0.039,0.047,0.031
2000,8,0.104,0.04,0.048,0.031
2000,9,0.076,0.04,0.048,0.032
2000,10,0.055,0.04,0.048,0.032
2000,11,0.053,0.04,0.049,0.032
2000,12,-0.012,0.041,0.049,0.033
2001,1,-0.056,0.041,0.049,0.033
2001,2,-0.061,0.041,0.05,0.033
2001,3,0.046,0.042,0.05,0.033
2001,4,-0.064,0.042,0.05,0.034
2001,5,0.043,0.042,0.05,0.034
2001,6,-0.05,0.043,0.051,0.034
2001,7,0.069,0.043,0.051,0.035
2001,8,-0.024,0.043,0.051,0.035
2001,9,0.04,0.043,0.052,0.035
2001,10,0.007,0.044,0.052,0.035
2001,11,0.031,0.044,0.052,0.036
2001,12,0.047,0.044,0.053,0.036
2002,1,-0.104,0.045,0.053,0.036
2002,2,0.002,0.045,0.053,0.037
2002,3,-0.002,0.045,0.054,0.037
2002,4,0.051,0.045,0.054,0.037
2002,5,0.023,0.046,0.054,0.037
2002,6,0.072,0.046,0.054,0.038
2002,7,0.017,0.046,0.055,0.038
2002,8,0.119,0.047,0.055,0.038
2002,9,0.059,0.047,0.055,0.038
2002,10,0.073,0.047,0.056,0.039
2002,11,-0.053,0.048,0.056,0.039
2002,12,-0.029,0.048,0.056,0.039
2003,1,-0.075,0.048,0.057,0.04
2003,2,-0.066,0.048,0.057,0.04
2003,3,0.127,0.049,0.057,0.04
2003,4,0.126,0.049,0.057,0.04
2003,5,0.026,0.049,0.058,0.041
2003,6,-0.034,0.05,0.058,0.041
2003,7,-0.118,0.05,0.058,0.041
2003,8,-0.107,0.05,0.059,0.042
2003,9,0.065,0.05,0.059,0.042
2003,10,0.017,0.051,0.059,0.042
2003,11,0.031,0.051,0.06,0.042
2003,12,-0.001,0.051,0.06,0.043
2004,1,-0.006,0.052,0.06,0.043
2004,2,0.045,0.052,0.061,0.043
2004,3,-0.021,0.052,0.061,0.044
2004,4,-0.083,0.052,0.061,0.044
2004,5,-0.099,0.053,0.061,0.044
2004,6,-0.045,0.053,0.062,0.044
2004,7,0.026,0.053,0.062,0.045
2004,8,-0.012,0.054,0.062,0.045
2004,9,0.007,0.054,0.063,0.045
2004,10,0.043,0.054,0.063,0.046
2004,11,-0.006,0.055,0.063,0.046
2004,12,-0.061,0.055,0.064,0.046
2005,1,0.108,0.055,0.064,0.046
2005,2,0.131,0.055,0.064,0.047
2005,3,-0.009,0.056,0.064,0.047
2005,4,0.051,0.056,0.065,0.047
2005,5,0.078,0.056,0.065,0.047
2005,6,0.066,0.057,0.065,0.048
2005,7,0.028,0.057,0.066,0.048
2005,8,0.102,0.057,0.066,0.048
2005,9,0.117,0.057,0.066,0.049
2005,10,0.079,0.058,0.067,0.049
2005,11,-0.063,0.058,0.067,0.049
2005,12,-0.048,0.058,0.067,0.049
2006,1,0.009,0.059,0.068,0.05
2006,2,-0.024,0.059,0.068,0.05
2006,3,0.022,0.059,0.068,0.05
2006,4,-0.011,0.059,0.068,0.051
2006,5,0.061,0.06,0.069,0.051
2006,6,-0.012,0.06,0.069,0.051
2006,7,-0.034,0.06,0.069,0.051
2006,8,0.03,0.061,0.07,0.052
2006,9,0.041,0.061,0.07,0.052
2006,10,-0.035,0.061,0.07,0.052
2006,11,0.018,0.062,0.071,0.053
2006,12,0.028,0.062,0.071,0.053
2007,1,0.017,0.062,0.071,0.053
2007,2,-0.017,0.062,0.071,0.053
2007,3,-0.014,0.063,0.072,0.054
2007,4,0.022,0.063,0.072,0.054
2007,5,0.098,0.063,0.072,0.054
2007,6,0.095,0.064,0.073,0.055
2007,7,0.103,0.064,0.073,0.055
2007,8,0.03,0.064,0.073,0.055
2007,9,0.079,0.064,0.074,0.055
2007,10,0.052,0.065,0.074,0.056
2007,11,-0.002,0.065,0.074,0.056
2007,12,0,0.065,0.075,0.056
2008,1,-0.036,0.066,0.075,0.056
2008,2,-0.071,0.066,0.075,0.057
2008,3,-0.075,0.066,0.075,0.057
2008,4,0.089,0.067,0.076,0.057
2008,5,0.054,0.067,0.076,0.058
2008,6,-0.089,0.067,0.076,0.058
2008,7,0.033,0.067,0.077,0.058
2008,8,0.131,0.068,0.077,0.058
2008,9,0.132,0.068,0.077,0.059
2008,10,0.073,0.068,0.078,0.059
2008,11,0.035,0.069,0.078,0.059
2008,12,-0.096,0.069,0.078,0.06
2009,1,-0.101,0.069,0.078,0.06
2009,2,-0.125,0.069,0.079,0.06
2009,3,0.023,0.07,0.079,0.06
2009,4,-0.019,0.07,0.079,0.061
2009,5,0.018,0.07,0.08,0.061
2009,6,0.129,0.071,0.08,0.061
2009,7,0.071,0.071,0.08,0.062
2009,8,-0.015,0.071,0.081,0.062
2009,9,0.2,0.071,0.081,0.062
2009,10,0.054,0.072,0.081,0.062
2009,11,0.204,0.072,0.082,0.063
2009,12,0.193,0.072,0.082,0.063
2010,1,0.075,0.073,0.082,0.063
2010,2,0.09,0.073,0.082,0.063
2010,3,0.118,0.073,0.083,0.064
2010,4,-0.016,0.074,0.083,0.064
2010,5,-0.035,0.074,0.083,0.064
2010,6,-0.059,0.074,0.084,0.065
2010,7,0.019,0.074,0.084,0.065
2010,8,0.1,0.075,0.084,0.065
2010,9,0.049,0.075,0.085,0.065
2010,10,-0.009,0.075,0.085,0.066
2010,11,0.046,0.076,0.085,0.066
2010,12,-0.029,0.076,0.085,0.066
2011,1,-0.026,0.076,0.086,0.067
2011,2,-0.013,0.076,0.086,0.067
2011,3,0.064,0.077,0.086,0.067
2011,4,-0.045,0.077,0.087,0.067
2011,5,0.022,0.077,0.087,0.068
2011,6,0.001,0.078,0.087,0.068
2011,7,0.087,0.078,0.088,0.068
2011,8,0.147,0.078,0.088,0.069
2011,9,0.037,0.079,0.088,0.069
2011,10,0.001,0.079,0.089,0.069
2011,11,0.027,0.079,0.089,0.069
2011,12,0.036,0.079,0.089,0.07
2012,1,-0.048,0.08,0.089,0.07
2012,2,0.055,0.08,0.09,0.07
2012,3,0.016,0.08,0.09,0.07
2012,4,0.118,0.081,0.09,0.071
2012,5,0.12,0.081,0.091,0.071
2012,6,0.203,0.081,0.091,0.071
2012,7,0.054,0.081,0.091,0.072
2012,8,0.085,0.082,0.092,0.072
2012,9,-0.005,0.082,0.092,0.072
2012,10,0.016,0.082,0.092,0.072
2012,11,0.172,0.083,0.092,0.073
2012,12,0.082,0.083,0.093,0.073
2013,1,0.086,0.083,0.093,0.073
2013,2,0.028,0.083,0.093,0.074
2013,3,0.081,0.084,0.094,0.074
2013,4,0.102,0.084,0.094,0.074
2013,5,0.091,0.084,0.094,0.074
2013,6,-0.011,0.085,0.095,0.075
2013,7,0.067,0.085,0.095,0.075
2013,8,0.119,0.085,0.095,0.075
2013,9,0.067,0.086,0.096,0.076
2013,10,0.089,0.086,0.096,0.076
2013,11,0.073,0.086,0.096,0.076
2013,12,0.066,0.086,0.096,0.076
2014,1,0.071,0.087,0.097,0.077
2014,2,0.151,0.087,0.097,0.077
2014,3,0.155,0.087,0.097,0.077
2014,4,0.168,0.088,0.098,0.077
2014,5,0.083,0.088,0.098,0.078
2014,6,0.104,0.088,0.098,0.078
2014,7,0.151,0.088,0.099,0.078
2014,8,0.2,0.089,0.099,0.079
2014,9,0.176,0.089,0.099,0.079
2014,10,0.039,0.089,0.1,0.079
2014,11,0.08,0.09,0.1,0.079
2014,12,0.178,0.09,0.1,0.08
2015,1,0.167,0.09,0.1,0.08
2015,2,0.159,0.091,0.101,0.08
2015,3,0.107,0.091,0.101,0.081
2015,4,0.105,0.091,0.101,0.081
2015,5,0.104,0.091,0.102,0.081
2015,6,0.001,0.092,0.102,0.081
2015,7,0.135,0.092,0.102,0.082
2015,8,0.134,0.092,0.103,0.082
2015,9,0.104,0.093,0.103,0.082
2015,10,0.257,0.093,0.103,0.083
2015,11,0.191,0.093,0.103,0.083
2015,12,0.223,0.093,0.104,0.083
2016,1,0.211,0.094,0.104,0.083
2016,2,0.131,0.094,0.104,0.084
2016,3,0.134,0.094,0.105,0.084
2016,4,0.183,0.095,0.105,0.084
2016,5,0.125,0.095,0.105,0.084
2016,6,0.193,0.095,0.106,0.085
2016,7,0.06,0.095,0.106,0.085
2016,8,0.093,0.096,0.106,0.085
2016,9,0.049,0.096,0.107,0.086
2016,10,0.201,0.096,0.107,0.086
2016,11,0.182,0.097,0.107,0.086
2016,12,0.157,0.097,0.107,0.086
2017,1,0.068,0.097,0.108,0.087
2017,2,0.061,0.098,0.108,0.087
2017,3,0.041,0.098,0.108,0.087
2017,4,0.151,0.098,0.109,0.088
2017,5,0.045,0.098,0.109,0.088
2017,6,0.102,0.099,0.109,0.088
2017,7,0.097,0.099,0.11,0.088
2017,8,0.17,0.099,0.11,0.089
2017,9,0.227,0.1,0.11,0.089
2017,10,0.099,0.1,0.111,0.089
2017,11,0.119,0.1,0.111,0.09
2017,12,0.088,0.1,0.111,0.09
2018,1,0.045,0.101,0.111,0.09
2018,2,0.081,0.101,0.112,0.09
2018,3,0.205,0.101,0.112,0.091
2018,4,0.092,0.102,0.112,0.091
2018,5,0.037,0.102,0.113,0.091
2018,6,0.022,0.102,0.113,0.091
2018,7,0.171,0.103,0.113,0.092
2018,8,0.062,0.103,0.114,0.092
2018,9,0.091,0.103,0.114,0.092
2018,10,0.069,0.103,0.114,0.093
2018,11,0.185,0.104,0.114,0.093
2018,12,0.182,0.104,0.115,0.093
2019,1,0.142,0.104,0.115,0.093
2019,2,0.215,0.105,0.115,0.094
2019,3,0.244,0.105,0.116,0.094
2019,4,0.168,0.105,0.116,0.094
2019,5,0.151,0.105,0.116,0.095
2019,6,0.152,0.106,0.117,0.095
2019,7,0.232,0.106,0.117,0.095
2019,8,0.192,0.106,0.117,0.095
2019,9,0.188,0.107,0.118,0.096
2019,10,0.207,0.107,0.118,0.096
2019,11,0.259,0.107,0.118,0.096
2019,12,0.18,0.107,0.118,0.096
2020,1,0.155,0.108,0.119,0.097
2020,2,0.16,0.108,0.119,0.097
2020,3,0.155,0.108,0.119,0.097
2020,4,0.205,0.109,0.12,0.098
2020,5,0.14,0.109,0.12,0.098
2020,6,0.167,0.109,0.12,0.098
2020,7,0.217,0.11,0.121,0.098
2020,8,0.182,0.11,0.121,0.099
2020,9,0.217,0.11,0.121,0.099
2020,10,0.209,0.11,0.122,0.099
2020,11,0.225,0.111,0.122,0.1
2020,12,0.133,0.111,0.122,0.1
2021,1,0.176,0.111,0.122,0.1
2021,2,0.211,0.112,0.123,0.1
2021,3,0.205,0.112,0.123,0.101
2021,4,0.172,0.112,0.123,0.101
2021,5,0.098,0.112,0.124,0.101
2021,6,0.116,0.113,0.124,0.102
2021,7,0.139,0.113,0.124,0.102
2021,8,0.124,0.113,0.125,0.102
2021,9,0.128,0.114,0.125,0.102
2021,10,0.139,0.114,0.125,0.103
2021,11,0.23,0.114,0.125,0.103
2021,12,0.169,0.115,0.126,0.103
2022,1,0.263,0.115,0.126,0.103
2022,2,0.171,0.115,0.126,0.104
2022,3,0.114,0.115,0.127,0.104
2022,4,0.143,0.116,0.127,0.104
2022,5,0.217,0.116,0.127,0.105
2022,6,0.227,0.116,0.128,0.105
2022,7,0.102,0.117,0.128,0.105
2022,8,0.108,0.117,0.128,0.105
2022,9,0.195,0.117,0.129,0.106
2022,10,0.208,0.117,0.129,0.106
2022,11,0.248,0.118,0.129,0.106
2022,12,0.23,0.118,0.129,0.107
2023,1,0.164,0.118,0.13,0.107
2023,2,0.133,0.119,0.13,0.107
2023,3,0.276,0.119,0.13,0.107
2023,4,0.254,0.119,0.131,0.108
2023,5,0.234,0.119,0.131,0.108
2023,6,0.267,0.12,0.131,0.108
2023,7,0.204,0.12,0.132,0.109
2023,8,0.148,0.12,0.132,0.109
2023,9,0.161,0.121,0.132,0.109
2023,10,0.225,0.121,0.133,0.109
2023,11,0.267,0.121,0.133,0.11
2023,12,0.208,0.122,0.133,0.11
2024,1,0.146,0.122,0.133,0.11
2024,2,0.252,0.122,0.134,0.11
2024,3,0.213,0.122,0.134,0.111
2024,4,0.126,0.123,0.134,0.111
2024,5,0.182,0.123,0.135,0.111
2024,6,0.169,0.123,0.135,0.112
2024,7,0.134,0.124,0.135,0.112
2024,8,0.166,0.124,0.136,0.112
2024,9,0.278,0.124,0.136,0.112
2024,10,0.171,0.124,0.136,0.113
2024,11,0.19,0.125,0.137,0.113
2024,12,0.124,0.125,0.137,0.113
2025,1,0.032,0.125,0.137,0.114
